,clust,Vehicle Class,Total Claim Amount,Sales Channel,Customer Lifetime Value,Coverage,Effective To Date,EmploymentStatus,Gender,Income,Marital Status,Monthly Premium Auto,Response,Location Code,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Renew Offer Type,Vehicle Size
7486,0,Four-Door Car,420.041981,Agent,2659.70565,Extended,2/19/11,Unemployed,F,0,Divorced,87,Yes,Suburban,4,4,3,1,Special Auto,Offer2,Medsize
7487,0,Four-Door Car,345.6,Branch,5310.861767,Basic,2/2/2011,Unemployed,F,0,Married,72,No,Suburban,17,11,1,3,Personal Auto,Offer1,Small
7488,2,Four-Door Car,128.643975,Agent,5874.820212,Basic,1/25/11,Employed,F,35301,Married,74,No,Rural,23,68,0,7,Personal Auto,Offer1,Medsize
7489,0,Sports Car,532.8,Call Center,8579.889155,Basic,1/27/11,Disabled,F,21829,Divorced,111,No,Suburban,6,59,0,3,Personal Auto,Offer2,Medsize
7490,0,Two-Door Car,792.609747,Branch,8903.966435,Premium,7/1/2011,Medical Leave,F,15142,Married,116,No,Suburban,7,5,0,3,Personal Auto,Offer2,Small
7491,0,Two-Door Car,340.8,Call Center,8149.769437,Basic,1/26/11,Unemployed,F,0,Married,71,No,Suburban,28,76,0,2,Corporate Auto,Offer2,Medsize
7492,0,Four-Door Car,321.6,Call Center,2570.162134,Basic,11/1/2011,Employed,M,58498,Married,67,No,Suburban,6,1,3,1,Personal Auto,Offer2,Small
7493,0,Four-Door Car,307.2,Branch,2585.56013,Basic,2/2/2011,Employed,F,64592,Married,64,No,Suburban,12,57,0,1,Personal Auto,Offer2,Medsize
7494,0,Two-Door Car,340.8,Call Center,2844.849804,Basic,6/2/2011,Employed,M,80306,Divorced,71,No,Suburban,11,12,0,1,Corporate Auto,Offer3,Medsize
7495,0,Sports Car,272.612048,Branch,4633.550875,Basic,2/28/11,Employed,F,29105,Married,117,No,Rural,28,31,0,1,Personal Auto,Offer2,Medsize
7496,0,Four-Door Car,161.640052,Agent,6678.899026,Extended,12/1/2011,Employed,F,47137,Married,84,No,Rural,5,11,0,5,Personal Auto,Offer4,Medsize
7497,0,Two-Door Car,446.4,Agent,2222.865016,Basic,11/2/2011,Unemployed,F,0,Single,62,No,Suburban,5,54,0,1,Corporate Auto,Offer1,Medsize
7498,0,SUV,723.786607,Call Center,8522.759016,Basic,1/18/11,Unemployed,F,0,Married,109,No,Suburban,19,2,0,3,Corporate Auto,Offer1,Medsize
7499,0,SUV,1000.850446,Branch,25082.1789,Basic,1/22/11,Unemployed,F,0,Single,100,No,Suburban,27,58,0,2,Personal Auto,Offer1,Medsize
7500,0,Two-Door Car,366.381387,Call Center,3479.260311,Extended,2/15/11,Employed,F,66711,Married,86,No,Urban,25,92,0,1,Corporate Auto,Offer1,Small
7501,0,Two-Door Car,105.068788,Web,7851.582939,Basic,5/1/2011,Employed,F,48943,Married,65,No,Rural,17,50,0,2,Corporate Auto,Offer1,Medsize
7502,0,Four-Door Car,511.2,Agent,2509.508795,Basic,1/2/2011,Unemployed,F,0,Single,71,No,Suburban,20,48,0,1,Personal Auto,Offer1,Small
7503,0,Two-Door Car,472.043042,Agent,2854.26694,Basic,10/2/2011,Employed,F,34807,Single,73,No,Suburban,8,90,0,1,Personal Auto,Offer1,Small
7504,2,SUV,528.20086,Agent,8879.790017,Basic,3/2/2011,Employed,F,52583,Single,113,Yes,Urban,12,59,0,7,Personal Auto,Offer1,Small
7505,0,Sports Car,617.396701,Branch,8392.618913,Basic,8/2/2011,Unemployed,M,0,Married,111,No,Suburban,6,51,0,4,Corporate Auto,Offer3,Medsize
7506,2,Four-Door Car,312.0,Call Center,5279.478432,Basic,7/2/2011,Employed,F,92589,Married,65,No,Suburban,29,20,0,9,Personal Auto,Offer4,Large
7507,2,Sports Car,37.802583,Agent,8272.330818,Basic,8/1/2011,Employed,M,96689,Married,103,No,Rural,34,80,0,5,Personal Auto,Offer1,Medsize
7508,0,Four-Door Car,525.6,Call Center,7662.429999,Basic,2/24/11,Unemployed,M,0,Single,73,No,Suburban,28,19,0,2,Corporate Auto,Offer1,Medsize
7509,0,SUV,832.453791,Agent,4899.977003,Extended,1/25/11,Employed,M,76594,Married,122,No,Suburban,26,9,1,1,Personal Auto,Offer1,Medsize
7510,0,Sports Car,377.354191,Branch,4508.862933,Basic,8/2/2011,Employed,M,83777,Married,112,No,Urban,18,74,0,1,Personal Auto,Offer1,Small
7511,0,Four-Door Car,534.501024,Agent,3094.320237,Extended,4/1/2011,Employed,F,20954,Married,78,No,Suburban,15,27,0,1,Special Auto,Offer2,Medsize
7512,0,SUV,156.282093,Agent,4383.150505,Basic,10/2/2011,Employed,M,84491,Single,110,No,Rural,0,0,0,1,Personal Auto,Offer4,Medsize
7513,0,Four-Door Car,61.769564,Web,2530.705137,Basic,1/21/11,Employed,F,89451,Single,63,Yes,Rural,11,2,0,1,Personal Auto,Offer2,Medsize
7514,0,SUV,501.134524,Web,8291.659086,Basic,1/17/11,Employed,F,85132,Married,106,No,Urban,0,60,5,3,Personal Auto,Offer1,Medsize
7515,0,SUV,820.8,Agent,8164.31273,Basic,1/13/11,Disabled,M,11193,Single,114,No,Suburban,2,88,0,6,Personal Auto,Offer2,Small
7516,0,Four-Door Car,292.8,Call Center,2337.35182,Basic,2/23/11,Medical Leave,F,28806,Married,61,No,Suburban,13,90,0,1,Personal Auto,Offer2,Small
7517,0,Two-Door Car,532.8,Agent,9002.409572,Premium,7/2/2011,Employed,M,76184,Married,111,No,Suburban,23,19,0,3,Corporate Auto,Offer2,Small
7518,0,Sports Car,57.712985,Agent,5389.499465,Extended,7/1/2011,Employed,M,66429,Married,136,Yes,Rural,35,93,0,1,Corporate Auto,Offer2,Medsize
7519,0,Four-Door Car,326.4,Call Center,2721.585434,Basic,8/1/2011,Employed,F,43278,Married,68,No,Suburban,10,10,0,1,Personal Auto,Offer2,Small
7520,0,Four-Door Car,412.8,Agent,6005.847375,Extended,2/23/11,Retired,M,13528,Single,86,Yes,Suburban,21,35,0,3,Personal Auto,Offer1,Medsize
7521,0,Four-Door Car,471.443077,Call Center,5555.830205,Basic,6/2/2011,Employed,M,74015,Single,72,Yes,Suburban,12,61,0,6,Personal Auto,Offer2,Small
7522,0,SUV,702.990032,Agent,5470.060561,Extended,2/17/11,Employed,F,54507,Married,138,Yes,Suburban,20,11,0,1,Personal Auto,Offer2,Medsize
7523,0,Four-Door Car,439.352186,Branch,15610.90065,Premium,10/1/2011,Unemployed,F,0,Married,119,No,Urban,3,52,5,2,Personal Auto,Offer2,Medsize
7524,0,Two-Door Car,316.8,Agent,2616.613903,Basic,2/25/11,Employed,M,72302,Divorced,66,Yes,Suburban,6,27,0,1,Corporate Auto,Offer1,Medsize
7525,0,Four-Door Car,439.772868,Call Center,4681.52815,Basic,1/26/11,Disabled,F,14606,Married,72,No,Suburban,2,94,5,4,Personal Auto,Offer3,Medsize
7526,2,Four-Door Car,689.282166,Branch,4890.1093,Basic,1/30/11,Unemployed,M,0,Divorced,68,No,Suburban,21,59,0,7,Personal Auto,Offer1,Small
7527,1,Luxury SUV,897.6,Agent,7457.344801,Basic,3/1/2011,Employed,F,43406,Married,187,No,Suburban,6,49,0,1,Personal Auto,Offer3,Medsize
7528,0,Two-Door Car,133.284622,Call Center,22185.88045,Basic,2/27/11,Employed,F,60426,Single,62,No,Rural,0,97,0,2,Corporate Auto,Offer1,Medsize
7529,0,Two-Door Car,340.8,Agent,5305.087084,Basic,7/2/2011,Medical Leave,M,26334,Single,71,No,Suburban,9,94,0,3,Personal Auto,Offer2,Medsize
7530,0,Four-Door Car,203.469143,Call Center,9470.624437,Extended,2/14/11,Employed,F,22514,Married,80,No,Urban,22,96,0,2,Personal Auto,Offer2,Medsize
7531,0,Four-Door Car,422.4,Agent,3548.148767,Extended,2/28/11,Employed,F,76114,Married,88,No,Suburban,6,97,0,1,Personal Auto,Offer2,Medsize
7532,0,Two-Door Car,69.794432,Call Center,2451.535793,Basic,2/22/11,Employed,M,48791,Married,62,No,Rural,27,0,3,1,Personal Auto,Offer3,Medsize
7533,2,Two-Door Car,377.781658,Branch,8652.652451,Premium,1/2/2011,Employed,M,65605,Married,111,No,Urban,2,72,2,7,Corporate Auto,Offer3,Medsize
7534,0,Four-Door Car,362.51794,Call Center,2535.223185,Basic,2/26/11,Employed,F,69259,Divorced,63,No,Suburban,3,30,0,1,Personal Auto,Offer3,Small
7535,2,Four-Door Car,460.8,Call Center,4314.065657,Basic,10/2/2011,Unemployed,F,0,Single,64,No,Suburban,16,42,1,5,Personal Auto,Offer1,Small
7536,0,Four-Door Car,446.4,Agent,6731.050335,Basic,1/25/11,Unemployed,F,0,Single,62,No,Suburban,0,5,0,2,Corporate Auto,Offer4,Medsize
7537,0,Four-Door Car,190.751345,Agent,7779.588181,Basic,1/23/11,Employed,F,90969,Single,65,No,Urban,7,22,0,2,Personal Auto,Offer1,Medsize
7538,0,Four-Door Car,360.499075,Web,2805.286098,Extended,2/26/11,Employed,M,50180,Single,77,No,Urban,30,93,3,1,Personal Auto,Offer2,Medsize
7539,0,Four-Door Car,88.382536,Call Center,5251.968272,Basic,1/14/11,Employed,M,41991,Single,67,No,Rural,14,75,0,3,Personal Auto,Offer1,Large
7540,0,Four-Door Car,284.000172,Agent,8044.872393,Basic,2/19/11,Employed,M,71391,Married,67,Yes,Urban,29,39,0,2,Personal Auto,Offer2,Medsize
7541,2,Four-Door Car,292.8,Agent,4250.282624,Basic,1/18/11,Unemployed,F,0,Single,61,Yes,Suburban,17,1,1,7,Personal Auto,Offer1,Small
7542,0,Four-Door Car,336.0,Web,13891.67638,Basic,1/14/11,Employed,F,70725,Divorced,70,No,Suburban,2,0,0,2,Corporate Auto,Offer2,Medsize
7543,0,Four-Door Car,56.60333,Web,2725.356404,Basic,3/1/2011,Employed,F,36650,Married,69,Yes,Rural,2,70,1,1,Personal Auto,Offer2,Large
7544,0,SUV,112.268583,Agent,4779.893422,Basic,7/2/2011,Employed,M,54194,Married,119,No,Rural,9,90,1,1,Personal Auto,Offer1,Medsize
7545,2,Two-Door Car,142.459804,Agent,4808.957973,Basic,12/1/2011,Medical Leave,F,23554,Married,61,No,Rural,12,17,0,6,Personal Auto,Offer1,Medsize
7546,0,Sports Car,400.181882,Agent,8658.863813,Basic,7/2/2011,Employed,M,62464,Married,109,Yes,Urban,23,45,0,4,Corporate Auto,Offer2,Medsize
7547,0,SUV,552.0,Agent,9215.541928,Basic,6/2/2011,Employed,F,71888,Married,115,No,Suburban,14,33,0,4,Personal Auto,Offer1,Small
7548,2,Four-Door Car,227.183015,Agent,5068.426258,Basic,5/1/2011,Employed,M,80846,Single,65,No,Urban,9,32,0,9,Corporate Auto,Offer2,Medsize
7549,0,Four-Door Car,321.6,Agent,4879.713235,Basic,2/23/11,Unemployed,M,0,Single,67,No,Suburban,7,84,0,5,Personal Auto,Offer1,Medsize
7550,0,SUV,571.2,Agent,13466.92071,Basic,2/23/11,Disabled,F,11432,Married,119,Yes,Suburban,11,9,0,2,Corporate Auto,Offer2,Small
7551,0,SUV,592.85751,Call Center,13306.18451,Premium,5/1/2011,Employed,F,39017,Married,170,No,Urban,10,4,2,3,Personal Auto,Offer1,Medsize
7552,0,Sports Car,777.6,Branch,7350.182328,Basic,2/19/11,Unemployed,M,0,Single,108,No,Suburban,7,54,0,4,Personal Auto,Offer2,Medsize
7553,2,Four-Door Car,121.654567,Branch,4822.436037,Basic,1/23/11,Employed,M,73769,Divorced,61,No,Rural,24,84,0,6,Corporate Auto,Offer1,Medsize
7554,0,Four-Door Car,55.510526,Branch,3554.845264,Extended,10/1/2011,Employed,F,58557,Married,88,Yes,Rural,4,83,0,1,Personal Auto,Offer1,Large
7555,0,Four-Door Car,707.264022,Call Center,3135.579831,Extended,1/13/11,Unemployed,M,0,Single,91,No,Suburban,12,6,0,1,Corporate Auto,Offer2,Small
7556,1,SUV,772.8,Branch,57520.50151,Premium,1/20/11,Employed,F,48367,Married,161,No,Suburban,10,34,0,2,Personal Auto,Offer2,Medsize
7557,0,Four-Door Car,366.531664,Web,2515.411468,Basic,1/29/11,Employed,M,39718,Married,65,No,Suburban,1,55,2,1,Personal Auto,Offer1,Medsize
7558,0,Four-Door Car,460.8,Agent,7247.495684,Extended,2/26/11,Unemployed,F,0,Married,96,No,Suburban,31,64,1,3,Personal Auto,Offer1,Large
7559,2,Two-Door Car,400.294938,Branch,4878.950256,Basic,1/18/11,Employed,F,43358,Married,61,No,Suburban,2,83,0,6,Corporate Auto,Offer4,Small
7560,0,Two-Door Car,218.374041,Branch,2971.919417,Extended,1/31/11,Employed,F,83873,Single,76,No,Urban,5,36,1,1,Personal Auto,Offer3,Medsize
7561,0,Four-Door Car,530.667993,Agent,11302.60169,Extended,10/1/2011,Employed,F,22361,Married,95,No,Suburban,15,42,0,2,Personal Auto,Offer4,Small
7562,0,Four-Door Car,699.517349,Agent,7996.597066,Extended,2/28/11,Employed,F,70061,Married,99,No,Suburban,2,57,0,3,Corporate Auto,Offer3,Small
7563,0,Four-Door Car,525.6,Agent,7411.813055,Basic,2/22/11,Unemployed,M,0,Single,73,No,Suburban,6,19,0,2,Personal Auto,Offer1,Large
7564,0,Four-Door Car,277.360797,Call Center,3179.474225,Extended,1/21/11,Employed,F,65742,Married,79,No,Urban,6,0,0,1,Personal Auto,Offer2,Medsize
7565,0,Four-Door Car,404.817249,Branch,22658.53652,Basic,1/25/11,Retired,M,23665,Married,67,Yes,Suburban,19,50,0,2,Personal Auto,Offer1,Medsize
7566,0,Four-Door Car,456.0,Branch,3774.861293,Extended,6/1/2011,Employed,M,66457,Married,95,No,Suburban,2,76,0,1,Personal Auto,Offer2,Medsize
7567,0,SUV,324.097433,Agent,8224.770259,Basic,3/2/2011,Employed,F,82634,Single,104,No,Urban,8,74,0,3,Personal Auto,Offer3,Medsize
7568,0,Four-Door Car,331.2,Agent,2563.582441,Basic,2/1/2011,Unemployed,F,0,Married,69,No,Suburban,11,60,0,1,Corporate Auto,Offer1,Small
7569,0,Four-Door Car,425.266308,Branch,2393.915369,Basic,1/31/11,Unemployed,M,0,Single,70,Yes,Suburban,24,10,0,1,Personal Auto,Offer1,Medsize
7570,0,Four-Door Car,331.2,Agent,2453.570794,Basic,9/2/2011,Medical Leave,M,29735,Single,69,Yes,Suburban,3,92,0,1,Personal Auto,Offer1,Medsize
7571,2,Two-Door Car,206.01822,Call Center,5143.878519,Basic,1/31/11,Employed,M,61417,Married,65,No,Urban,6,35,0,7,Personal Auto,Offer4,Medsize
7572,0,SUV,756.0,Branch,7378.510732,Basic,1/27/11,Unemployed,F,0,Single,105,No,Suburban,3,12,0,4,Personal Auto,Offer1,Small
7573,0,Four-Door Car,125.52458,Call Center,2574.198807,Basic,11/2/2011,Employed,M,43846,Married,65,No,Rural,16,33,1,1,Personal Auto,Offer3,Large
7574,0,Four-Door Car,482.4,Branch,22315.05787,Basic,2/18/11,Unemployed,M,0,Single,67,No,Suburban,33,54,0,2,Personal Auto,Offer1,Medsize
7575,0,Two-Door Car,292.8,Agent,2430.484375,Basic,1/23/11,Employed,F,33775,Married,61,No,Suburban,24,95,0,1,Personal Auto,Offer1,Medsize
7576,0,Two-Door Car,369.6,Agent,6160.999344,Extended,1/18/11,Employed,M,96988,Single,77,No,Suburban,1,60,0,3,Personal Auto,Offer1,Medsize
7577,2,Two-Door Car,820.8,Branch,7912.132168,Premium,11/2/2011,Unemployed,M,0,Single,114,No,Suburban,26,34,0,7,Personal Auto,Offer1,Large
7578,2,Four-Door Car,47.451832,Call Center,5534.821886,Basic,1/23/11,Employed,F,81945,Single,68,No,Rural,19,45,0,9,Personal Auto,Offer1,Small
7579,0,Four-Door Car,27.031485,Agent,2382.672856,Basic,1/29/11,Unemployed,F,0,Married,65,No,Rural,24,47,0,1,Personal Auto,Offer1,Medsize
7580,1,Luxury SUV,1003.050834,Branch,6991.248087,Basic,2/22/11,Medical Leave,F,19019,Married,186,No,Suburban,7,46,0,1,Personal Auto,Offer4,Medsize
7581,0,Four-Door Car,326.242099,Agent,2885.328202,Basic,1/30/11,Employed,F,62579,Married,72,No,Urban,33,53,0,1,Personal Auto,Offer4,Medsize
7582,0,Four-Door Car,571.2,Call Center,41787.90343,Premium,1/31/11,Employed,F,46587,Divorced,119,Yes,Suburban,34,74,2,2,Personal Auto,Offer1,Medsize
7583,0,Four-Door Car,583.2,Branch,2848.564466,Extended,2/2/2011,Unemployed,F,0,Single,81,No,Suburban,26,58,0,1,Personal Auto,Offer1,Medsize
7584,0,Four-Door Car,561.6,Web,8123.023295,Extended,4/2/2011,Unemployed,F,0,Single,78,No,Suburban,15,47,0,2,Special Auto,Offer3,Small
7585,2,SUV,648.0,Agent,9661.103686,Extended,1/26/11,Unemployed,M,0,Married,135,No,Suburban,1,98,0,9,Corporate Auto,Offer1,Medsize
7586,2,Four-Door Car,758.460636,Web,4488.134688,Basic,1/13/11,Unemployed,M,0,Single,66,No,Suburban,1,61,0,9,Corporate Auto,Offer2,Small
7587,0,Four-Door Car,627.898468,Agent,4561.27302,Premium,1/25/11,Medical Leave,M,29327,Married,118,No,Suburban,26,21,0,1,Special Auto,Offer1,Small
7588,0,Four-Door Car,206.211089,Call Center,11546.17372,Extended,2/26/11,Employed,M,81081,Married,96,No,Rural,32,34,1,2,Corporate Auto,Offer4,Medsize
7589,0,SUV,763.2,Agent,3788.814643,Basic,10/1/2011,Unemployed,F,0,Single,106,No,Suburban,27,89,0,1,Personal Auto,Offer1,Medsize
7590,0,Sports Car,297.187468,Branch,13502.63148,Basic,2/21/11,Employed,M,57222,Married,112,No,Urban,3,88,1,2,Personal Auto,Offer2,Medsize
7591,2,Sports Car,50.473675,Agent,8563.968057,Basic,1/2/2011,Employed,M,91147,Married,107,No,Rural,4,79,0,7,Personal Auto,Offer3,Small
7592,0,Four-Door Car,435.189747,Agent,2913.475108,Basic,1/13/11,Employed,F,76638,Single,73,No,Suburban,2,55,1,1,Personal Auto,Offer3,Small
7593,0,Four-Door Car,147.128736,Agent,7540.584824,Basic,1/20/11,Employed,M,29697,Married,64,No,Rural,6,43,0,2,Personal Auto,Offer3,Medsize
7594,0,Four-Door Car,301.402778,Call Center,6950.532764,Basic,1/18/11,Unemployed,M,0,Married,61,No,Suburban,27,90,0,2,Corporate Auto,Offer3,Medsize
7595,0,Luxury Car,560.947563,Branch,7255.137772,Basic,2/21/11,Employed,F,67352,Married,181,No,Urban,7,80,1,1,Personal Auto,Offer3,Small
7596,0,SUV,590.4,Agent,4334.064096,Extended,2/27/11,Retired,F,23904,Single,123,Yes,Suburban,1,67,3,1,Personal Auto,Offer1,Medsize
7597,2,Four-Door Car,422.4,Branch,6307.497245,Extended,1/27/11,Unemployed,M,0,Married,88,No,Suburban,16,28,2,7,Personal Auto,Offer1,Small
7598,0,Four-Door Car,274.165887,Web,5904.847853,Basic,1/1/2011,Employed,F,89953,Single,74,No,Urban,3,42,0,3,Corporate Auto,Offer2,Medsize
7599,2,Four-Door Car,326.4,Agent,4794.481412,Basic,1/23/11,Retired,M,20862,Divorced,68,No,Suburban,1,69,0,9,Personal Auto,Offer1,Small
7600,2,Sports Car,103.702555,Branch,9180.154161,Basic,1/23/11,Employed,F,47663,Divorced,114,No,Rural,35,24,0,8,Personal Auto,Offer1,Medsize
7601,2,Four-Door Car,661.608936,Web,8355.512557,Premium,11/2/2011,Employed,M,49564,Divorced,105,No,Suburban,8,29,0,5,Corporate Auto,Offer3,Small
7602,0,SUV,612.300581,Branch,13869.92705,Basic,1/21/11,Employed,M,28432,Married,118,Yes,Suburban,1,59,0,2,Personal Auto,Offer2,Small
7603,0,Two-Door Car,428.490681,Agent,13452.1928,Premium,1/25/11,Employed,M,32356,Married,117,No,Urban,11,35,2,2,Personal Auto,Offer1,Medsize
7604,0,Two-Door Car,340.8,Agent,16798.85832,Basic,2/16/11,Employed,M,55269,Divorced,71,No,Suburban,32,15,0,2,Personal Auto,Offer1,Medsize
7605,0,Four-Door Car,509.513764,Web,8273.111579,Premium,11/1/2011,Unemployed,F,0,Divorced,116,No,Urban,6,78,0,3,Personal Auto,Offer1,Large
7606,2,Two-Door Car,91.674854,Branch,7408.836056,Extended,3/1/2011,Employed,M,76771,Divorced,95,No,Rural,34,82,1,7,Personal Auto,Offer1,Large
7607,0,SUV,112.660916,Branch,4349.30875,Basic,10/2/2011,Employed,F,75648,Married,108,Yes,Rural,28,10,0,1,Corporate Auto,Offer2,Large
7608,0,Two-Door Car,248.422693,Branch,4744.967459,Basic,2/19/11,Employed,M,20698,Single,68,No,Urban,21,72,5,5,Personal Auto,Offer4,Medsize
7609,0,Two-Door Car,649.83837,Web,17208.05642,Basic,4/2/2011,Employed,F,29734,Divorced,63,No,Suburban,12,86,0,2,Corporate Auto,Offer4,Medsize
7610,2,SUV,528.0,Agent,8673.587,Basic,1/31/11,Employed,M,43963,Married,110,No,Suburban,25,59,0,7,Corporate Auto,Offer3,Medsize
7611,0,Four-Door Car,302.4,Call Center,2497.910013,Basic,12/2/2011,Employed,M,29465,Married,63,No,Suburban,6,9,0,1,Personal Auto,Offer2,Medsize
7612,0,SUV,604.289428,Agent,32069.87526,Basic,1/15/11,Employed,F,24851,Single,103,No,Suburban,8,99,0,2,Personal Auto,Offer1,Medsize
7613,0,SUV,770.4,Agent,3312.253233,Basic,7/1/2011,Unemployed,M,0,Single,107,No,Suburban,2,4,2,1,Corporate Auto,Offer1,Medsize
7614,0,Two-Door Car,511.120131,Branch,10828.37347,Extended,1/17/11,Medical Leave,M,11033,Married,97,No,Suburban,27,18,0,2,Special Auto,Offer1,Large
7615,0,Four-Door Car,292.8,Agent,12128.36511,Basic,2/25/11,Employed,F,20495,Married,61,No,Suburban,7,36,0,2,Personal Auto,Offer2,Medsize
7616,2,Four-Door Car,162.557048,Call Center,5505.687336,Basic,6/2/2011,Employed,F,95766,Married,68,No,Rural,17,62,0,5,Personal Auto,Offer2,Medsize
7617,0,Four-Door Car,655.073317,Agent,6715.342541,Basic,7/1/2011,Unemployed,M,0,Single,65,No,Suburban,22,39,0,2,Corporate Auto,Offer4,Medsize
7618,0,Two-Door Car,114.429816,Call Center,2836.677371,Basic,1/31/11,Employed,F,61029,Single,72,No,Rural,26,98,0,1,Personal Auto,Offer2,Medsize
7619,0,SUV,504.0,Web,3561.595726,Basic,2/2/2011,Unemployed,M,0,Single,105,No,Suburban,3,30,0,1,Personal Auto,Offer4,Medsize
7620,0,Four-Door Car,175.972039,Web,6552.399896,Extended,1/14/11,Employed,M,56188,Married,86,No,Rural,20,52,3,3,Special Auto,Offer2,Large
7621,0,Four-Door Car,121.025058,Branch,2833.980142,Basic,7/2/2011,Employed,F,94812,Married,70,No,Rural,11,40,0,1,Personal Auto,Offer2,Medsize
7622,0,Two-Door Car,336.0,Branch,5099.513147,Basic,12/2/2011,Unemployed,F,0,Married,70,No,Suburban,28,77,1,3,Personal Auto,Offer1,Small
7623,2,Two-Door Car,556.8,Branch,9415.527031,Premium,1/25/11,Employed,F,55338,Married,116,No,Suburban,25,54,0,7,Corporate Auto,Offer2,Medsize
7624,0,Two-Door Car,432.0,Agent,3644.833554,Extended,1/15/11,Employed,F,82477,Married,90,Yes,Suburban,1,69,0,1,Personal Auto,Offer2,Large
7625,0,Two-Door Car,383.789732,Branch,2927.516316,Basic,2/23/11,Employed,F,20852,Married,73,No,Suburban,8,6,0,1,Personal Auto,Offer3,Small
7626,0,Two-Door Car,296.637382,Call Center,9227.945752,Extended,2/28/11,Unemployed,F,0,Married,82,No,Urban,22,62,0,2,Personal Auto,Offer1,Medsize
7627,0,Two-Door Car,544.217453,Call Center,3148.42409,Extended,8/1/2011,Unemployed,F,0,Married,83,No,Suburban,16,75,0,1,Personal Auto,Offer1,Medsize
7628,0,Two-Door Car,456.0,Agent,3063.114594,Extended,2/28/11,Unemployed,F,0,Single,95,No,Suburban,14,57,2,1,Personal Auto,Offer1,Medsize
7629,0,Four-Door Car,370.018108,Call Center,3417.953745,Extended,1/25/11,Employed,F,72460,Married,85,No,Urban,9,76,0,1,Personal Auto,Offer2,Medsize
7630,0,Four-Door Car,86.461582,Agent,23594.6802,Basic,1/31/11,Employed,M,76358,Married,66,Yes,Rural,25,3,0,2,Personal Auto,Offer3,Medsize
7631,0,Four-Door Car,185.355353,Agent,7519.133631,Extended,2/20/11,Employed,M,96306,Divorced,95,Yes,Rural,12,17,1,6,Corporate Auto,Offer1,Medsize
7632,0,SUV,0.769185,Agent,3969.433177,Basic,5/2/2011,Employed,F,49544,Single,101,No,Rural,3,29,0,1,Personal Auto,Offer1,Medsize
7633,2,Two-Door Car,609.323227,Call Center,4874.0748,Basic,1/18/11,Unemployed,M,0,Single,68,No,Suburban,10,36,0,7,Personal Auto,Offer4,Medsize
7634,0,SUV,727.2,Web,7261.615478,Basic,1/26/11,Unemployed,M,0,Single,101,No,Suburban,7,19,0,4,Corporate Auto,Offer3,Medsize
7635,2,SUV,565.508572,Agent,8005.964669,Basic,2/20/11,Employed,M,63357,Married,101,No,Suburban,26,42,0,5,Personal Auto,Offer2,Medsize
7636,0,Four-Door Car,590.4,Call Center,2996.139865,Extended,1/22/11,Unemployed,M,0,Single,82,No,Suburban,9,21,0,1,Corporate Auto,Offer2,Large
7637,0,SUV,731.350857,Agent,4175.945269,Basic,2/21/11,Employed,M,23060,Married,109,No,Suburban,13,25,3,1,Corporate Auto,Offer4,Medsize
7638,0,Four-Door Car,340.8,Agent,8491.858636,Basic,1/18/11,Employed,M,27781,Married,71,No,Suburban,33,7,0,2,Corporate Auto,Offer3,Medsize
7639,0,Four-Door Car,52.435202,Agent,2402.172069,Basic,2/2/2011,Employed,M,43246,Single,62,No,Rural,19,89,0,1,Personal Auto,Offer1,Medsize
7640,0,SUV,595.2,Branch,4775.475851,Extended,1/30/11,Disabled,F,14254,Married,124,No,Suburban,21,16,0,1,Corporate Auto,Offer3,Large
7641,0,Four-Door Car,111.164747,Web,4235.183999,Premium,12/2/2011,Employed,M,60334,Married,106,No,Rural,5,67,0,1,Corporate Auto,Offer2,Large
7642,0,Four-Door Car,288.572108,Agent,5107.163002,Basic,1/26/11,Employed,F,35625,Married,65,Yes,Urban,10,56,1,3,Personal Auto,Offer2,Medsize
7643,0,Sports Car,302.137164,Agent,13167.60512,Basic,12/2/2011,Employed,F,54684,Married,111,No,Urban,13,15,3,2,Corporate Auto,Offer2,Medsize
7644,0,Two-Door Car,276.877348,Call Center,2520.301352,Basic,2/16/11,Employed,M,56228,Single,65,No,Urban,4,79,0,1,Personal Auto,Offer2,Medsize
7645,0,SUV,643.2,Agent,5189.289582,Extended,2/15/11,Employed,M,82166,Single,134,No,Suburban,9,43,3,1,Personal Auto,Offer4,Medsize
7646,0,Four-Door Car,350.4,Web,2893.313855,Basic,2/15/11,Employed,F,30406,Married,73,No,Suburban,29,93,0,1,Personal Auto,Offer1,Medsize
7647,0,Four-Door Car,668.773522,Agent,3985.547406,Premium,12/2/2011,Employed,M,75007,Divorced,101,No,Suburban,1,19,0,1,Personal Auto,Offer2,Medsize
7648,0,Four-Door Car,232.753598,Agent,2414.638309,Basic,2/26/11,Employed,M,79271,Married,62,No,Urban,24,63,4,1,Personal Auto,Offer2,Medsize
7649,0,Four-Door Car,364.8,Agent,18688.30707,Extended,8/1/2011,Unemployed,F,0,Single,76,No,Suburban,2,66,0,2,Personal Auto,Offer1,Small
7650,0,SUV,65.022258,Call Center,16589.71237,Premium,2/1/2011,Employed,M,59414,Married,140,No,Rural,34,56,0,2,Personal Auto,Offer1,Medsize
7651,0,Four-Door Car,316.8,Branch,23331.829,Basic,2/1/2011,Employed,M,44719,Single,66,No,Suburban,6,55,0,2,Personal Auto,Offer2,Medsize
