,cc2_miles,Qual_miles,cc1_miles,cc3_miles,Bonus_miles,Bonus_trans,Flight_miles_12mo,Flight_trans_12,Days_since_enroll,clust
1703,1,0,3,1,27415,16,0,0,4631,0
1704,1,0,2,1,7776,18,0,0,4631,0
1705,1,0,1,1,3794,11,0,0,4628,2
1706,1,0,3,1,17289,24,100,2,4629,0
1707,1,0,5,1,62973,53,500,1,4625,0
1708,1,0,1,1,2250,4,0,0,4625,2
1709,1,0,1,1,5175,31,50,1,4622,2
1710,1,0,5,1,66817,16,0,0,4646,0
1711,1,0,1,1,330,3,0,0,4614,2
1712,1,0,2,1,6875,10,0,0,4609,0
1713,1,0,1,1,0,0,0,0,4604,2
1714,1,0,2,1,11221,15,1050,2,4603,0
1715,1,0,1,1,0,0,0,0,4597,2
1716,1,0,3,1,16874,27,3880,6,4583,0
1717,1,0,4,1,43914,17,0,0,4587,0
1718,1,0,5,1,74990,15,0,0,4598,0
1719,1,0,1,1,616,6,0,0,4587,2
1720,1,0,1,1,0,0,0,0,4587,2
1721,1,0,4,1,52755,22,0,0,4726,0
1722,1,0,5,1,62023,22,450,3,4580,0
1723,1,0,4,1,40522,14,0,0,4575,0
1724,1,0,4,1,41377,14,0,0,4606,0
1725,1,0,5,1,63621,13,0,0,4568,0
1726,1,0,1,1,0,0,0,0,4560,2
1727,1,0,4,1,27889,15,0,0,4554,0
1728,1,1000,3,1,25590,39,3199,9,4548,0
1729,1,0,1,1,1202,13,350,1,4554,2
1730,1,0,4,1,26149,8,0,0,4593,0
1731,1,0,3,1,21958,17,0,0,4534,0
1732,1,0,1,1,31280,15,0,0,4545,2
1733,1,0,5,1,68947,18,1000,2,4545,0
1734,1,0,1,1,660,3,0,0,4520,2
1735,1,0,1,1,60,2,0,0,4533,2
1736,1,0,4,1,35874,31,500,1,4537,0
1737,1,0,1,1,4600,4,500,1,4532,2
1738,1,0,4,1,27177,16,0,0,4523,0
1739,1,0,1,1,3402,12,0,0,4516,2
1740,1,0,5,1,70503,20,0,0,4524,0
1741,1,0,1,1,0,0,0,0,4512,2
1742,1,0,1,1,0,0,0,0,4509,2
1743,1,0,1,1,2000,9,0,0,4509,2
1744,1,0,4,1,31956,27,0,0,4512,0
1745,1,0,1,1,1162,10,0,0,4510,2
1746,1,0,4,1,26669,14,0,0,4505,0
1747,1,0,1,1,4635,5,0,0,4552,2
1748,1,0,1,1,1500,5,0,0,4492,2
1749,1,500,1,1,550,4,550,4,4485,2
1750,1,0,1,1,929,4,903,3,4491,2
1751,1,0,4,1,38612,27,400,2,4490,0
1752,1,0,1,1,21210,10,1000,2,4490,2
1753,1,0,3,1,18507,37,1700,5,4488,0
1754,1,0,1,1,1643,6,0,0,4484,2
1755,1,0,1,1,9959,14,0,0,4481,2
1756,1,0,2,1,9006,14,0,0,4475,0
1757,1,0,1,1,20844,10,0,0,4474,2
1758,1,0,1,1,1000,1,0,0,4461,2
1759,1,0,1,1,7232,7,0,0,4453,2
1760,1,0,3,1,11654,12,0,0,4460,0
1761,1,0,1,1,3667,14,0,0,4460,2
1762,1,0,1,1,1230,4,0,0,4390,2
1763,1,0,3,1,15505,32,412,1,4450,0
1764,1,0,1,1,2000,3,1000,2,4450,2
1765,1,0,3,1,30480,16,500,1,4443,0
1766,1,0,4,1,33420,18,0,0,4432,0
1767,1,0,3,1,13577,10,0,0,4434,0
1768,1,0,3,1,14195,14,500,1,4453,0
1769,1,0,1,1,0,0,0,0,4442,2
1770,1,0,1,1,6505,29,618,2,4442,2
1771,1,0,3,1,16930,17,50,1,4442,0
1772,1,0,1,1,500,1,0,0,4427,2
1773,1,0,4,1,31631,15,0,0,4420,0
1774,1,0,3,1,20203,17,0,0,4420,0
1775,1,500,1,1,4200,4,200,2,4419,2
1776,1,0,1,1,2200,6,2200,6,4391,2
1777,1,0,3,1,19198,28,0,0,4397,0
1778,1,0,1,1,220,3,0,0,4404,2
1779,1,0,3,1,14786,11,0,0,4394,0
1780,1,0,1,1,4798,16,450,1,4387,2
1781,1,0,4,1,34322,35,0,0,4385,0
1782,1,0,3,1,18012,16,0,0,4380,0
1783,1,0,4,1,40190,14,0,0,4359,0
1784,1,0,2,1,8845,17,0,0,4379,0
1785,1,0,1,1,0,0,0,0,4585,2
1786,1,0,5,1,66298,22,0,0,4362,0
1787,1,0,2,1,7927,10,0,0,4383,0
1788,1,0,1,1,2200,3,0,0,4344,2
1789,1,0,3,1,18449,13,0,0,4392,0
1790,1,0,3,1,15641,15,0,0,4423,0
1791,3,0,1,1,14568,13,0,0,4341,2
1792,1,0,1,1,1235,3,0,0,4343,2
1793,1,0,1,1,1625,6,0,0,4334,2
1794,1,0,1,1,803,5,803,5,4317,2
1795,1,0,2,1,6016,12,0,0,4331,0
1796,1,0,1,1,0,0,0,0,4317,2
1797,1,0,1,1,0,0,0,0,4323,2
1798,1,0,1,1,1282,6,1282,6,4324,2
1799,1,0,3,1,12999,21,0,0,4310,0
1800,1,0,3,1,29652,11,500,1,4317,0
1801,1,0,4,1,30130,15,50,1,4313,0
1802,1,0,1,1,3206,17,0,0,4308,2
1803,1,0,3,1,25670,19,0,0,4310,0
1804,1,0,1,1,0,0,0,0,4299,2
1805,1,0,1,1,0,0,0,0,4306,2
1806,1,0,4,1,36165,11,0,0,4300,0
1807,1,0,1,1,8380,8,0,0,4301,2
1808,1,0,1,1,2750,15,0,0,4299,2
1809,1,0,1,1,3147,8,200,2,4299,2
1810,1,0,5,1,62571,28,0,0,4282,0
1811,1,0,1,1,1375,4,0,0,4294,2
1812,1,0,1,1,7000,33,0,0,4289,2
1813,1,0,1,1,4200,3,200,1,4282,2
1814,1,0,1,1,5500,24,100,1,4282,2
1815,1,0,3,1,22498,18,250,3,4274,0
1816,1,0,1,1,0,0,0,0,4278,2
1817,1,0,4,1,35532,14,500,1,4271,0
1818,1,0,1,1,2016,9,500,1,4258,2
1819,1,0,3,1,21242,22,700,5,4268,0
1820,1,0,1,1,6978,12,0,0,4267,2
1821,1,0,1,1,4500,5,2000,4,4265,2
1822,1,0,1,1,18779,11,0,0,4261,2
1823,1,0,2,1,8183,25,0,0,4244,0
1824,1,0,1,1,10,1,0,0,4260,2
1825,1,0,1,1,0,0,0,0,4252,2
1826,1,0,1,1,0,0,0,0,4246,2
1827,1,0,1,1,1295,4,0,0,4246,2
1828,1,0,3,1,11379,8,0,0,4233,0
1829,1,1440,1,1,2125,10,0,0,4233,2
1830,1,0,1,1,275,2,0,0,4257,2
1831,1,967,1,1,3664,4,3164,3,4233,2
1832,1,0,1,1,1000,1,0,0,4232,2
1833,1,0,1,1,12059,20,350,3,4231,2
1834,1,0,4,1,46593,13,0,0,4225,0
1835,1,0,1,1,2912,5,0,0,4226,2
1836,1,0,3,1,14610,13,0,0,4223,0
1837,1,0,4,1,29219,13,0,0,4225,0
1838,1,0,4,1,36600,23,1000,3,4211,0
1839,1,0,1,1,4836,7,0,0,4222,2
1840,1,0,5,1,146201,21,2600,6,4210,0
1841,1,0,5,1,65073,18,0,0,4209,0
1842,1,0,4,1,29960,22,1250,8,4226,0
1843,1,0,1,1,500,1,500,1,4201,2
1844,1,0,1,1,0,0,0,0,4198,2
1845,1,0,4,1,38591,23,500,1,4197,0
1846,1,0,4,1,67212,33,6600,14,4190,0
1847,1,0,1,1,3993,7,3493,6,4194,2
1848,1,0,5,1,60000,6,0,0,4169,0
1849,1,0,4,1,38814,17,0,0,4175,0
1850,1,0,1,1,95,2,0,0,4177,2
1851,1,0,4,1,31469,12,0,0,4169,0
1852,1,0,1,1,0,0,0,0,4163,2
1853,1,0,1,1,7514,21,0,0,4159,2
1854,1,0,1,1,17500,2,0,0,4167,2
1855,1,0,1,1,4500,9,4500,9,4166,2
1856,1,0,1,1,380,3,0,0,4162,2
1857,1,0,1,1,0,0,0,0,4149,2
1858,1,0,3,1,12667,20,980,5,4155,0
1859,1,0,1,1,350,3,0,0,4519,2
1860,1,0,5,1,72345,14,1029,2,4155,0
1861,1,0,3,1,14830,18,0,0,4135,0
1862,1,0,3,1,21489,15,0,0,4146,0
1863,1,0,3,1,24918,12,0,0,4141,0
1864,1,0,4,1,19554,24,1557,6,4138,0
1865,1,0,1,1,0,0,0,0,4124,2
1866,1,0,1,1,3250,19,0,0,4134,2
1867,1,0,3,1,12082,14,0,0,4128,0
1868,1,0,1,1,4081,12,3397,10,4139,2
1869,1,0,1,1,3375,20,0,0,4127,2
1870,1,0,3,1,12811,13,0,0,4100,0
1871,1,0,4,1,40585,14,850,2,4107,0
1872,1,0,5,1,57505,16,0,0,4112,0
1873,1,0,1,1,1600,3,0,0,4113,2
1874,1,0,4,1,41359,15,500,1,4113,0
1875,1,0,1,1,375,3,0,0,4107,2
1876,1,1000,4,1,44771,17,0,0,4099,0
1877,1,0,5,1,111827,8,350,1,4105,0
1878,1,0,5,4,132263,32,400,2,4103,0
1879,1,0,1,1,0,0,0,0,4089,2
1880,1,0,1,1,3905,6,1668,1,4086,2
1881,1,0,4,1,50602,39,2250,10,4090,0
1882,1,0,1,1,4000,3,500,1,4086,2
1883,1,0,3,1,36033,13,0,0,4079,0
1884,1,0,1,1,1900,4,400,2,4072,2
1885,1,0,1,1,19175,19,16675,18,4076,2
1886,1,0,1,1,4851,27,0,0,4064,2
1887,1,0,3,1,22713,15,0,0,4063,0
1888,1,0,2,1,8315,16,50,1,4064,0
1889,1,0,1,1,0,0,0,0,4047,2
1890,1,0,3,1,29409,32,0,0,4051,0
1891,1,0,1,1,0,0,0,0,4036,2
1892,1,0,1,1,21623,12,0,0,4040,2
1893,1,0,4,1,39211,13,0,0,4051,0
1894,1,0,4,1,49893,19,0,0,4030,0
1895,1,0,1,1,4288,15,500,1,4048,2
1896,1,0,1,1,589,7,0,0,4021,2
1897,1,0,1,1,292,8,0,0,4027,2
1898,1,0,1,1,0,0,0,0,4020,2
1899,1,0,5,1,67027,34,500,1,4379,0
1900,1,0,1,1,400,4,400,4,4015,2
1901,1,0,1,1,2160,7,0,0,4002,2
1902,1,0,1,1,710,4,0,0,3967,2
1903,1,0,1,1,500,1,0,0,4026,2
1904,1,0,1,1,6326,3,0,0,4008,2
1905,1,0,2,1,13363,12,0,0,4001,0
1906,1,0,1,1,0,0,0,0,3991,2
1907,1,5009,3,1,20500,20,100,1,3963,0
1908,1,0,1,1,280,2,0,0,3987,2
1909,1,0,3,1,15081,18,500,1,3986,0
1910,1,0,4,1,39260,39,200,1,3972,0
1911,1,0,1,1,17900,25,7400,23,3985,2
1912,1,0,1,1,1000,1,0,0,3967,2
1913,1,0,1,1,1250,2,250,1,3978,2
1914,1,0,3,1,12616,16,600,2,4074,0
1915,1,0,1,1,245,4,0,0,3960,2
1916,1,0,4,1,30273,14,0,0,3974,0
1917,1,0,5,3,105325,44,1000,2,3964,0
1918,3,0,1,1,16314,14,250,1,3965,2
1919,1,0,4,1,31595,15,0,0,3959,0
1920,1,909,4,1,37299,16,0,0,3952,0
1921,1,0,1,1,5582,24,0,0,3952,2
1922,1,0,3,1,13467,18,0,0,3946,0
1923,1,0,4,1,43406,24,700,3,3938,0
1924,1,0,3,1,20715,17,0,0,3949,0
1925,1,0,1,1,1160,3,0,0,3939,2
1926,1,0,2,1,6510,10,0,0,3918,0
1927,1,0,1,1,1750,7,0,0,3922,2
1928,1,0,1,1,0,0,0,0,3923,2
1929,1,0,2,1,8142,14,0,0,3925,0
1930,1,0,5,1,61068,18,10042,4,3925,0
1931,1,0,1,1,4950,24,1700,5,3917,2
1932,1,0,3,1,13480,10,0,0,3911,0
1933,1,0,1,1,135,3,0,0,3916,2
1934,1,0,4,1,53412,25,250,2,3914,0
1935,1,0,1,1,0,0,0,0,3902,2
1936,1,0,4,1,27516,14,0,0,3903,0
1937,1,0,3,1,11304,14,0,0,3900,0
1938,1,0,1,1,923,10,0,0,3910,2
1939,1,0,5,1,82561,36,400,2,3895,0
1940,1,0,1,1,3207,14,350,1,3900,2
1941,1,0,4,1,29461,13,0,0,3900,0
1942,1,0,5,1,150010,36,0,0,3894,0
1943,1,0,4,1,38220,18,0,0,3890,0
1944,1,0,1,1,3318,13,0,0,3886,2
1945,1,0,1,1,1130,6,250,1,3883,2
1946,1,0,4,5,95598,32,500,1,3880,0
1947,1,0,1,1,2250,11,0,0,3879,2
1948,1,0,3,1,23780,14,200,1,3880,0
1949,1,0,4,1,26842,14,0,0,3711,0
1950,1,0,1,1,0,0,0,0,3178,2
1951,1,0,2,1,8041,13,0,0,3329,0
1952,1,0,1,1,1413,9,0,0,2895,2
1953,1,0,1,1,600,2,600,2,3557,2
1954,1,0,4,1,34019,15,0,0,3696,0
1955,1,0,3,1,17550,18,0,0,4216,0
1956,1,0,3,1,13287,26,0,0,4610,0
1957,1,2395,2,1,9866,11,0,0,4602,2
1958,1,0,4,1,37625,14,0,0,4510,0
1959,1,0,2,1,7595,10,0,0,4544,0
1960,1,0,1,1,32709,13,2227,4,4230,2
1961,1,0,1,1,8690,11,2000,4,3911,2
1962,1,0,1,1,0,0,0,0,4565,2
1963,1,0,1,1,1250,3,0,0,4593,2
1964,1,0,1,1,0,0,0,0,4170,2
1965,1,0,1,1,0,0,0,0,3648,2
1966,1,0,1,1,8125,37,1000,2,4616,2
1967,1,0,1,1,1210,7,650,5,4676,2
1968,1,0,1,1,3125,8,500,1,4734,2
1969,1,0,3,1,11289,15,0,0,4708,0
1970,1,0,1,1,4709,10,2709,9,4341,2
1971,1,0,1,1,500,4,0,0,4616,2
1972,1,0,1,1,3500,4,1000,2,4679,2
1973,1,0,1,1,0,0,0,0,4341,2
1974,1,0,5,1,100210,18,0,0,4485,0
1975,1,0,3,1,30546,7,0,0,4671,0
1976,2,0,1,1,11961,10,0,0,4646,2
1977,1,0,5,1,90181,34,950,6,4604,0
1978,1,0,1,1,2155,8,0,0,3862,2
1979,1,0,1,1,1134,4,0,0,4610,2
1980,1,0,1,1,5000,6,2000,4,4625,2
1981,1,0,1,1,100,1,100,1,4588,2
1982,1,0,1,1,2500,1,0,0,4309,2
1983,1,0,1,1,7337,22,350,2,4625,2
1984,1,3867,1,1,0,0,0,0,4562,2
1985,1,0,1,1,0,0,0,0,4600,2
1986,1,0,1,1,5890,15,1250,7,4546,2
1987,1,1000,4,1,34826,19,3001,9,4211,0
1988,1,0,1,1,610,3,0,0,4349,2
1989,1,0,1,1,2682,14,0,0,4470,2
1990,1,0,1,1,6589,8,3892,6,4394,2
1991,1,0,1,1,3271,7,0,0,4580,2
1992,1,0,4,1,28607,11,0,0,4357,0
1993,1,0,3,1,21957,16,250,1,4390,0
1994,1,0,1,1,1478,10,0,0,4481,2
1995,1,0,1,1,2750,15,0,0,4237,2
1996,1,0,1,1,12700,7,2700,6,4547,2
1997,1,0,4,1,48874,16,0,0,4530,0
1998,1,0,1,1,0,0,0,0,4481,2
1999,1,1452,5,1,97997,25,350,3,4440,0
2000,1,0,1,1,3588,7,0,0,4442,2
2001,1,0,3,1,26933,25,0,0,4105,0
2002,1,0,4,1,35847,13,0,0,4476,0
2003,1,0,3,1,19557,18,0,0,4599,0
2004,1,0,1,1,6000,12,3500,11,4597,2
2005,1,0,1,1,1200,3,0,0,4363,2
2006,2,0,1,1,17898,22,100,1,4433,2
2007,1,0,1,1,0,0,0,0,3967,2
2008,1,0,1,1,1375,4,0,0,4505,2
2009,1,0,3,1,26465,22,1800,4,4537,0
2010,1,0,3,1,15681,14,0,0,4547,0
2011,1,0,1,1,2275,3,0,0,4567,2
2012,1,0,5,1,60609,12,0,0,4531,0
2013,1,0,1,1,250,2,250,2,4204,2
2014,1,0,1,1,15000,4,0,0,4511,2
2015,1,888,4,1,80696,65,22100,45,3831,1
2016,1,0,3,1,14402,14,0,0,4233,0
2017,1,0,2,1,5535,7,0,0,4364,0
2018,1,0,1,1,5653,12,0,0,4468,2
2019,1,0,4,1,38921,22,750,2,4302,0
2020,1,0,1,1,2750,5,650,3,4226,2
2021,1,0,4,1,43083,24,2500,5,4440,0
2022,1,0,1,1,4000,3,500,1,4457,2
2023,1,0,3,1,16273,13,100,1,4449,0
2024,1,0,5,1,63444,13,500,1,3732,0
2025,1,0,3,1,17615,17,0,0,4417,0
2026,1,0,1,1,2000,1,0,0,4420,2
2027,1,0,1,1,1015,2,0,0,4118,2
2028,1,0,1,1,500,1,500,1,4376,2
2029,1,0,1,1,7052,15,0,0,4433,2
2030,1,0,1,1,6500,12,500,1,3704,2
2031,1,0,2,1,7230,14,0,0,3736,0
2032,1,0,1,1,1600,4,1500,3,4475,2
2033,1,0,4,1,28686,15,0,0,4404,0
2034,1,0,1,1,0,0,0,0,4279,2
2035,1,6057,1,1,3200,4,600,2,4257,2
2036,1,0,1,1,2250,11,0,0,4385,2
2037,1,0,4,1,41941,14,500,1,4266,0
2038,1,0,1,1,635,3,0,0,4419,2
2039,1,0,3,1,23364,19,50,1,4436,0
2040,1,0,1,1,2000,9,0,0,4488,2
2041,1,0,1,1,15148,3,0,0,269,2
2042,1,0,1,1,0,0,0,0,4517,2
2043,1,0,1,1,15530,5,0,0,3628,2
2044,1,0,3,1,14344,14,0,0,4610,0
2045,1,0,1,1,821,7,0,0,4488,2
2046,1,0,4,1,38601,19,0,0,4534,0
2047,3,0,1,1,13504,18,0,0,4607,2
2048,1,0,3,1,13981,15,0,0,4608,0
2049,1,2081,1,1,19191,17,1850,11,4608,2
2050,1,0,1,1,0,0,0,0,4608,2
2051,1,0,4,1,29481,14,0,0,4007,0
2052,1,0,3,1,13871,17,0,0,4414,0
2053,1,0,1,1,647,9,0,0,4464,2
2054,1,0,1,1,590,1,0,0,3937,2
2055,1,0,1,1,4853,12,0,0,4023,2
2056,1,0,3,1,21022,13,0,0,4408,0
2057,1,0,2,1,9120,17,0,0,4044,0
2058,1,0,1,1,11408,23,11408,23,4331,2
2059,1,0,1,1,23050,15,50,1,4328,2
2060,1,0,1,1,10085,3,0,0,4239,2
2061,1,0,4,1,30646,15,0,0,4282,0
2062,1,0,1,1,0,0,0,0,3986,2
2063,1,0,1,1,405,3,0,0,4226,2
2064,1,0,1,1,2010,4,0,0,4309,2
2065,1,0,2,1,7366,12,0,0,4181,0
2066,1,0,1,1,40256,4,0,0,4203,2
2067,1,0,1,1,8000,4,0,0,3173,2
2068,1,0,2,1,8738,15,0,0,4160,0
2069,1,0,4,1,69760,32,0,0,3883,0
2070,1,0,4,1,39680,22,700,4,3355,0
2071,1,0,1,1,0,0,0,0,4096,2
2072,1,0,4,1,28969,16,0,0,4236,0
2073,1,0,3,1,10736,13,0,0,4307,0
2074,1,0,4,1,34002,19,0,0,4063,0
2075,1,0,1,1,0,0,0,0,3771,2
2076,1,0,1,1,500,1,500,1,4272,2
2077,1,0,1,1,0,0,0,0,4328,2
2078,1,0,4,1,38118,18,500,1,4310,0
2079,1,0,1,1,0,0,0,0,3739,2
2080,1,0,2,1,8636,8,500,1,3873,0
2081,1,0,1,1,1000,1,0,0,3930,2
2082,1,0,1,1,3500,4,1000,2,4299,2
2083,1,0,1,1,0,0,0,0,4268,2
2084,1,0,1,1,260,2,0,0,4177,2
2085,1,0,1,1,2500,13,0,0,4329,2
2086,1,0,1,1,300,3,300,3,3932,2
2087,1,0,5,1,87136,24,600,2,4294,0
2088,1,0,1,1,5971,4,471,2,4042,2
2089,1,0,1,1,3700,4,700,2,3600,2
2090,1,0,2,1,9574,16,0,0,4194,0
2091,1,0,1,1,0,0,0,0,3581,2
2092,1,0,4,1,46473,16,0,0,4274,0
2093,1,1112,1,1,11050,5,1000,2,4274,2
2094,1,0,3,1,14575,16,2000,4,4245,0
2095,1,0,1,1,0,0,0,0,4173,2
2096,1,0,2,1,5427,8,0,0,4373,0
2097,1,0,3,1,16327,13,0,0,3768,0
2098,1,0,1,1,950,5,550,3,4361,2
2099,1,0,1,1,2125,7,0,0,4068,2
2100,1,0,3,1,24314,18,0,0,1547,0
2101,1,0,3,1,18479,13,0,0,4358,0
2102,1,0,1,1,2210,5,150,1,3481,2
2103,1,0,1,1,500,1,0,0,4275,2
2104,1,0,3,1,18436,16,0,0,2426,0
2105,1,0,5,1,63004,17,0,0,2921,0
2106,1,0,1,1,1000,1,0,0,2515,2
2107,1,0,1,1,6768,4,0,0,3487,2
2108,1,0,1,1,4653,6,0,0,3645,2
2109,1,0,1,1,6000,3,0,0,4218,2
2110,1,0,1,1,1500,2,500,1,3167,2
2111,1,0,1,1,16108,4,0,0,3123,2
2112,1,0,5,1,107645,25,0,0,3287,0
2113,1,0,1,1,9366,5,4866,3,2626,2
2114,1,0,1,1,15147,3,0,0,3133,2
2115,1,0,1,1,4639,13,0,0,3939,2
2116,1,0,1,1,5675,16,500,1,3820,2
2117,1,0,1,1,0,0,0,0,3344,2
2118,1,0,1,1,6330,29,0,0,3847,2
2119,1,0,1,1,0,0,0,0,3915,2
2120,1,0,1,1,45,2,0,0,2269,2
2121,1,0,1,1,0,0,0,0,4246,2
2122,1,1514,1,1,4600,4,100,2,4103,2
2123,1,0,4,1,30850,17,500,1,4007,0
2124,1,0,2,1,8817,13,0,0,3693,0
2125,1,0,4,1,50488,19,0,0,3967,0
2126,1,0,1,1,6100,34,0,0,4079,2
2127,1,0,1,1,2500,1,0,0,3717,2
2128,1,0,1,1,3500,14,0,0,4023,2
2129,1,0,1,1,0,0,0,0,4392,2
2130,1,0,2,1,15523,17,1200,8,4054,0
2131,1,0,4,1,46771,14,0,0,4048,0
2132,1,0,3,1,13639,15,180,1,3984,0
2133,1,0,5,1,73933,30,400,1,3930,0
2134,1,0,1,1,269,4,250,1,3834,2
2135,1,0,1,1,10500,5,0,0,4096,2
2136,1,0,4,1,47286,19,2276,5,3980,0
2137,1,0,4,1,48172,15,500,1,3551,0
2138,1,0,1,1,9690,2,0,0,3979,2
2139,1,2704,2,1,15750,12,0,0,4106,2
2140,1,0,1,1,4150,5,150,3,3599,2
2141,1,0,1,1,0,0,0,0,3565,2
2142,1,7663,1,1,0,0,0,0,4140,2
2143,1,0,1,1,1070,7,0,0,3846,2
2144,1,0,1,1,2495,11,0,0,3854,2
2145,1,0,4,1,29296,19,635,3,4189,0
2146,1,0,3,1,23628,14,0,0,3797,0
2147,1,0,1,1,38,4,0,0,3995,2
2148,1,0,3,1,18907,13,0,0,4141,0
2149,1,0,1,1,10500,5,500,4,3953,2
2150,1,0,2,1,9124,17,0,0,3915,0
2151,1,0,3,1,38490,37,9550,20,4008,0
2152,1,0,1,1,500,1,0,0,3972,2
2153,1,0,1,1,6454,13,3954,12,4010,2
2154,1,0,1,1,0,0,0,0,3956,2
2155,1,0,2,1,7048,14,0,0,3819,0
2156,1,0,1,1,1500,1,0,0,3915,2
2157,1,0,3,1,21845,22,300,1,3932,0
2158,1,0,1,1,500,1,0,0,4057,2
2159,1,0,1,1,870,2,0,0,3995,2
2160,1,0,1,1,7000,4,500,1,4133,2
2161,1,0,1,1,4700,5,200,3,4215,2
2162,1,0,4,1,35464,18,2197,4,4190,0
2163,1,0,4,1,45582,9,0,0,3935,0
2164,1,0,1,1,3522,4,0,0,3916,2
2165,1,0,1,1,0,0,0,0,4134,2
2166,3,0,1,1,69669,28,1540,12,4193,2
2167,1,0,2,1,5537,14,0,0,4180,0
2168,1,0,1,1,25039,16,500,1,4173,2
2169,1,0,3,1,19213,43,0,0,3914,0
2170,1,0,2,1,7703,8,0,0,3855,0
2171,1,0,2,1,8715,12,0,0,3718,0
2172,1,0,4,1,29968,14,500,1,3869,0
2173,1,0,5,1,57787,16,0,0,4117,0
2174,1,0,2,1,10012,22,903,3,3888,0
2175,1,3953,2,1,20454,11,0,0,3893,2
2176,1,0,1,1,7550,6,1050,3,3831,2
2177,1,0,4,1,28447,17,0,0,3848,0
2178,1,0,1,1,4125,19,0,0,3834,2
2179,1,0,1,1,7688,21,5688,20,3811,2
2180,1,1000,1,1,741,4,0,0,3845,2
2181,1,0,5,1,60503,43,250,1,4002,0
2182,1,0,1,1,4300,5,800,3,3673,2
2183,1,0,1,1,4500,27,0,0,3882,2
2184,1,0,2,1,7401,17,750,1,4034,0
2185,1,0,3,1,20458,21,0,0,3732,0
2186,1,0,4,1,44430,17,0,0,3739,0
2187,1,0,1,1,4149,9,800,4,3727,2
2188,1,0,3,1,18835,21,0,0,2726,0
2189,1,0,1,1,4320,6,0,0,3501,2
2190,1,0,2,1,23495,13,0,0,3972,0
2191,1,0,1,1,75,2,0,0,2761,2
2192,1,0,1,1,500,1,500,1,3909,2
2193,1,0,1,1,7624,7,2624,4,3729,2
2194,1,0,1,1,19500,6,0,0,3958,2
2195,1,0,1,1,220,4,0,0,3638,2
2196,1,0,4,1,40455,17,0,0,3840,0
2197,1,0,1,1,2050,10,50,1,3630,2
2198,1,0,2,1,9042,13,0,0,3557,0
2199,1,0,4,1,41126,33,2683,7,3120,0
2200,1,500,2,1,7684,15,1000,2,4219,0
2201,1,0,4,1,39976,13,0,0,4293,0
2202,1,0,1,1,3379,9,0,0,4198,2
2203,1,0,1,1,5026,8,751,3,2676,2
2204,1,0,3,1,14961,14,500,1,3335,0
2205,1,0,3,1,23135,14,0,0,3736,0
2206,1,0,1,1,19000,5,0,0,3271,2
2207,1,0,1,1,511,4,0,0,3692,2
2208,1,0,1,1,0,0,0,0,4150,2
2209,1,0,1,1,1350,4,350,3,2336,2
2210,1,0,3,1,11026,13,0,0,3840,0
2211,1,0,2,1,9374,16,0,0,3802,0
2212,1,0,1,1,3337,13,0,0,3743,2
2213,1,0,1,1,2700,3,700,2,3645,2
2214,1,0,1,1,14125,12,3250,7,3683,2
2215,1,0,1,1,0,0,0,0,3726,2
2216,1,0,1,1,454,11,0,0,3691,2
2217,1,2370,1,1,19600,27,7600,24,3739,2
2218,1,0,1,1,13650,11,2150,9,3600,2
2219,1,0,1,1,1000,1,0,0,3685,2
2220,1,0,1,1,0,0,0,0,3727,2
2221,1,0,1,1,1069,7,250,1,3814,2
2222,1,0,3,1,16456,15,0,0,3795,0
2223,1,0,1,1,3376,10,0,0,3739,2
2224,1,0,1,1,265,3,0,0,3508,2
2225,1,0,1,1,4650,13,4650,13,3687,2
2226,1,0,1,1,1443,7,423,2,3811,2
2227,1,0,1,1,897,5,0,0,3620,2
2228,1,0,1,1,1634,7,0,0,3837,2
2229,1,0,1,1,6245,15,0,0,3656,2
2230,1,0,4,1,29039,17,0,0,3721,0
2231,1,0,1,1,2060,12,0,0,3795,2
2232,1,0,1,1,5030,23,0,0,3783,2
2233,1,0,3,1,15267,12,0,0,3624,0
2234,1,0,1,1,0,0,0,0,3593,2
2235,1,0,1,1,0,0,0,0,2833,2
2236,1,0,1,1,0,0,0,0,3701,2
2237,1,0,1,1,65,3,0,0,3540,2
2238,1,0,1,1,0,0,0,0,3613,2
2239,1,0,1,1,250,2,250,2,3515,2
2240,1,0,1,1,860,5,350,2,3588,2
2241,1,0,2,1,6760,14,306,2,3265,0
2242,1,0,1,1,17547,9,0,0,3664,2
2243,1,0,4,1,36635,14,0,0,3823,0
2244,1,0,1,1,300,1,0,0,3231,2
2245,1,0,1,1,100,1,0,0,3571,2
2246,1,0,5,1,57060,20,500,1,3326,0
2247,1,0,3,1,14267,14,0,0,3720,0
2248,1,0,1,1,1102,9,0,0,3533,2
2249,1,867,3,1,12165,14,0,0,3582,0
2250,1,0,4,1,47224,35,5350,18,3655,0
2251,1,0,3,4,68151,27,650,1,3683,0
2252,1,0,5,1,56685,16,0,0,3476,0
2253,1,0,1,1,1952,12,0,0,2395,2
2254,1,0,1,1,16862,9,1700,5,3596,2
2255,1,0,1,1,0,0,0,0,3676,2
2256,1,0,1,1,1150,2,150,1,3312,2
2257,1,0,1,1,500,1,0,0,3469,2
2258,1,0,1,1,5943,5,0,0,2895,2
2259,1,0,1,1,6161,2,0,0,3596,2
2260,1,0,1,1,700,2,0,0,3673,2
