,Bonus_trans,Balance,Qual_miles,cc1_miles,cc2_miles,cc3_miles,Bonus_miles
2268,13,92551,0,3,1,1,13755
2269,14,49353,0,4,1,1,34656
2270,9,21843,0,1,1,1,1411
2271,1,34072,0,1,1,1,500
2272,16,72962,0,4,1,1,28055
2273,28,99502,0,3,1,1,19678
2274,14,13250,0,3,1,1,17778
2275,14,98232,0,5,1,1,56687
2276,17,98895,0,4,1,1,89709
2277,5,119340,1000,1,1,1,400
2278,13,30171,0,1,3,1,15370
2279,12,105957,0,1,1,1,4881
2280,9,22548,0,1,1,1,3225
2281,13,89761,0,3,1,1,11965
2282,4,65263,0,1,1,1,22500
2283,28,128456,0,5,1,3,70125
2284,16,35203,0,1,1,1,1800
2285,4,62023,0,1,1,1,750
2286,1,44197,0,1,1,1,2500
2287,14,104245,0,4,1,1,45589
2288,17,252520,0,4,1,1,43392
2289,7,85496,0,1,1,1,2799
2290,9,49874,0,1,1,1,7200
2291,13,109649,0,3,1,1,22136
2292,20,34379,0,3,1,1,13051
2293,10,56688,0,1,1,1,3550
2294,14,48970,0,4,1,1,30872
2295,29,70789,0,5,1,1,76661
2296,5,24277,0,2,1,1,5330
2297,13,20308,0,3,1,1,19526
2298,12,111041,0,3,1,1,10252
2299,17,27904,0,2,1,1,6622
2300,12,128620,0,2,1,1,7747
2301,11,65340,2454,3,1,1,33795
2302,11,27135,0,1,1,1,4908
2303,1,32898,0,1,1,1,1000
2304,18,196922,0,4,1,1,40170
2305,13,196175,0,4,1,1,33886
2306,3,11457,0,1,1,1,705
2307,19,175344,0,4,1,1,40152
2308,28,5154,0,5,1,1,54657
2309,16,13232,0,1,1,1,8668
2310,5,88232,0,1,1,1,11550
2311,14,75526,0,4,1,1,46421
2312,0,53935,0,1,1,1,0
2313,0,18402,0,1,1,1,0
2314,1,24784,0,1,1,1,100
2315,13,62903,0,3,1,1,16434
2316,14,80272,0,4,1,1,34744
2317,12,10458,0,1,2,1,10458
2318,13,188184,0,4,1,1,32170
2319,18,83524,0,4,1,1,43152
2320,0,10794,0,1,1,1,0
2321,20,49807,0,2,1,1,6393
2322,15,18266,0,3,1,1,12254
2323,17,87851,0,4,1,1,28969
2324,6,32991,0,1,1,1,1230
2325,3,28677,0,1,1,1,215
2326,14,103809,0,3,1,1,16776
2327,1,417,0,1,1,1,3000
2328,13,8859,0,3,1,1,11998
2329,15,26896,0,1,1,1,5364
2330,0,16986,0,1,1,1,0
2331,17,25530,0,3,1,1,25131
2332,15,77067,0,4,1,1,40129
2333,0,6350,0,1,1,1,0
2334,41,76118,0,5,1,1,79154
2335,14,40420,0,2,1,1,8649
2336,15,30178,0,3,1,1,14422
2337,0,15088,0,1,1,1,0
2338,17,138020,0,3,1,1,16449
2339,16,27310,0,3,1,1,15537
2340,17,109131,0,3,1,1,17481
2341,15,35356,0,3,1,1,18520
2342,3,33466,0,1,1,1,355
2343,26,350608,0,4,1,1,50988
2344,4,42107,888,1,1,1,3600
2345,15,74796,0,3,1,1,19710
2346,17,26129,0,3,1,1,20265
2347,0,30893,0,1,1,1,0
2348,2,9445,0,1,1,1,1000
2349,1,52965,0,1,1,1,500
2350,16,19516,0,3,1,1,17696
2351,14,106378,0,4,1,1,56007
2352,16,22201,0,4,1,1,51278
2353,14,73378,0,3,1,1,13607
2354,3,50193,0,1,1,1,12263
2355,14,165144,0,3,1,1,24156
2356,0,53556,0,1,1,1,0
2357,19,18387,0,4,1,1,40560
2358,14,28577,0,4,1,1,48564
2359,31,55417,0,4,1,1,37127
2360,13,142244,0,3,1,1,12325
2361,14,23139,0,2,1,1,8156
2362,19,146232,0,5,1,1,83783
2363,8,35323,0,1,1,1,1875
2364,24,108081,0,5,1,5,217006
2365,1,1021,0,1,1,1,100
2366,17,120345,0,4,1,1,38323
2367,16,11593,0,2,1,1,9055
2368,9,68180,0,1,1,1,2044
2369,11,26605,0,1,1,1,3704
2370,18,17920,0,1,1,1,3250
2371,5,85156,0,1,1,1,133
2372,1,9005,0,1,1,1,520
2373,15,55404,0,2,1,1,10613
2374,6,42584,0,1,1,1,841
2375,29,92843,0,1,1,1,27650
2376,13,51082,0,4,1,1,40878
2377,0,18727,0,1,1,1,0
2378,19,212029,0,4,1,1,43162
2379,10,48806,0,1,1,1,12600
2380,0,15610,0,1,1,1,0
2381,7,46876,0,1,1,1,9680
2382,15,14075,0,1,1,1,4286
2383,4,59895,0,1,1,1,10500
2384,0,25936,0,1,1,1,0
2385,3,134318,0,1,1,1,333
2386,4,32807,0,1,1,1,17259
2387,18,38591,0,2,1,1,11039
2388,5,48958,0,3,1,1,24430
2389,1,10710,0,1,1,1,1000
2390,18,60349,0,2,1,1,10350
2391,5,9453,0,1,1,1,2585
2392,18,60867,0,4,1,1,41345
2393,1,27590,0,1,1,1,100
2394,13,100069,0,3,1,1,18745
2395,11,27820,0,1,1,1,3005
2396,3,20503,0,1,1,1,520
2397,6,137371,0,1,1,1,4977
2398,18,12950,0,2,1,1,12798
2399,13,25207,957,2,1,1,6883
2400,0,17088,0,1,1,1,0
2401,23,24100,0,3,1,1,26674
2402,14,101632,0,4,1,1,48658
2403,18,233449,0,3,1,1,21274
2404,7,45257,0,1,1,1,3625
2405,1,626,0,1,1,1,626
2406,5,18272,0,1,1,1,2920
2407,4,10756,0,1,1,1,1375
2408,8,161281,0,1,1,1,6321
2409,14,75680,0,3,1,1,23159
2410,18,59839,0,3,1,1,26962
2411,34,201259,0,4,1,1,40755
2412,17,101772,0,3,1,1,26480
2413,33,190674,4704,5,1,1,104159
2414,5,1452,0,1,1,1,2375
2415,12,30902,0,1,1,1,4175
2416,24,65458,1000,3,1,1,28356
2417,23,114067,0,4,1,1,42569
2418,20,93371,0,4,1,1,55338
2419,12,20207,0,1,1,1,3033
2420,14,41040,0,5,1,1,66292
2421,11,41062,0,1,2,1,8275
2422,23,208825,0,4,1,1,42007
2423,12,81087,0,3,1,1,18971
2424,0,14336,0,1,1,1,0
2425,17,29929,0,3,1,1,18032
2426,4,121390,0,1,1,1,8500
2427,2,23226,0,1,1,1,2236
2428,22,451294,0,3,1,1,45907
2429,3,68012,0,1,1,1,247
2430,0,23589,0,1,1,1,0
2431,1,35033,0,1,1,1,1000
2432,5,19860,0,1,1,1,1500
2433,14,49588,0,1,1,1,4960
2434,19,111442,0,4,1,1,30368
2435,21,87402,0,4,1,1,41685
2436,15,21875,7558,3,1,1,12398
2437,28,71459,0,4,1,1,36608
2438,8,34049,0,1,1,1,2030
2439,1,39759,0,1,1,1,100
2440,19,64138,0,3,1,1,22089
2441,15,83811,0,4,1,1,25936
2442,13,51864,0,2,1,1,6795
2443,21,168886,0,5,1,1,66859
2444,16,51730,0,1,1,1,2875
2445,11,118141,0,4,1,1,46521
2446,30,76060,0,4,1,1,33424
2447,0,25316,0,1,1,1,0
2448,45,16859,0,4,1,1,64109
2449,10,42236,0,1,1,1,8639
2450,0,3446,0,1,1,1,0
2451,6,26119,0,1,1,1,3189
2452,20,136732,0,5,1,1,87549
2453,0,14554,0,1,1,1,0
2454,20,165203,0,4,1,1,36666
2455,16,76513,0,4,1,1,45265
2456,24,137076,0,5,1,1,61276
2457,0,11952,0,1,1,1,0
2458,1,44742,0,1,1,1,2500
2459,14,94022,0,1,1,1,2585
2460,0,29287,0,1,1,1,0
2461,14,199273,0,5,1,1,58457
2462,22,114868,0,4,1,1,45996
2463,17,37335,0,3,1,1,19507
2464,13,45522,0,3,1,1,10728
2465,23,66524,0,4,1,1,34682
2466,1,38411,0,1,1,1,500
2467,3,38137,0,1,1,1,11050
2468,4,22077,0,1,1,1,1385
2469,50,65784,0,1,1,1,10953
2470,11,95916,0,3,1,1,11845
2471,16,122164,0,2,1,1,9944
2472,19,307149,2562,4,1,1,58008
2473,21,200089,4727,5,1,1,75019
2474,44,161453,0,3,1,1,38956
2475,21,135568,0,4,1,1,40051
2476,13,98339,0,3,1,1,16336
2477,18,26103,0,3,1,1,13692
2478,0,11133,0,1,1,1,0
2479,16,7011,0,3,1,1,19791
2480,13,177232,0,3,1,1,14787
2481,13,29298,0,3,1,1,24656
2482,13,35304,0,4,1,1,30532
2483,1,14952,0,1,1,1,250
2484,29,163315,0,1,1,1,8035
2485,16,23649,0,1,1,1,3250
2486,14,4460,0,1,1,1,4741
2487,19,169794,0,3,1,1,22824
2488,1,23781,0,1,1,1,50
2489,23,704113,0,5,1,1,98119
2490,13,34942,0,3,1,1,19016
2491,1,5970,0,1,1,1,1000
2492,5,192246,0,1,1,1,3170
2493,16,34103,0,3,1,1,34630
2494,13,142152,0,3,1,1,19464
2495,0,12713,0,1,1,1,0
2496,0,28848,0,1,1,1,0
2497,0,10940,0,1,1,1,0
2498,1,24372,0,1,1,1,255
2499,3,29005,0,1,1,1,90
2500,15,215155,0,5,1,1,57130
2501,10,30062,5368,1,1,1,7373
2502,3,13117,0,1,1,1,1972
2503,16,86341,0,3,1,1,20991
2504,4,142810,0,1,1,1,8000
2505,13,8399,0,3,1,1,21136
2506,14,120622,0,4,1,1,25675
2507,34,86150,0,1,1,1,7600
2508,16,14079,0,2,1,1,6503
2509,16,10036,0,3,1,1,13959
2510,5,80737,0,1,1,1,2845
2511,32,25435,0,1,1,1,7147
2512,3,241165,0,1,1,1,1700
2513,29,85826,0,4,1,1,33678
2514,10,654,0,3,1,1,14967
2515,0,11525,0,1,1,1,0
2516,3,40204,0,1,1,1,850
2517,0,22963,0,1,1,1,0
2518,4,47165,0,1,1,1,4545
2519,29,103240,0,4,1,1,44627
2520,12,61737,0,2,1,1,6789
2521,16,25766,0,1,1,1,2548
2522,31,147090,0,4,1,1,35511
2523,3,79333,0,1,1,1,1500
2524,2,4923,0,1,1,1,305
2525,28,56687,0,4,1,1,48989
2526,19,326704,0,4,1,1,37408
2527,10,45149,0,1,1,1,21292
2528,4,57477,0,1,1,1,2607
2529,1,48265,0,1,1,1,1000
2530,12,34249,0,1,1,1,4100
2531,18,210491,0,4,1,1,48287
2532,12,25671,0,2,1,1,10513
2533,18,191583,0,3,1,1,25675
2534,25,90332,0,2,1,1,12845
2535,18,53532,0,4,1,1,30808
2536,6,71507,0,1,1,1,3750
2537,0,35196,0,1,1,1,0
2538,6,30034,0,1,1,1,15816
2539,21,47787,0,4,1,1,47223
2540,9,46967,0,1,1,1,2000
2541,15,103615,0,1,1,1,13668
2542,0,5110,0,1,1,1,0
2543,14,128927,0,5,1,1,61165
2544,1,5000,0,1,1,1,5000
2545,15,126701,0,3,1,1,20636
2546,3,34855,0,1,1,1,230
2547,5,34464,0,2,1,1,5312
2548,13,86638,0,4,1,1,45861
2549,26,140398,0,5,1,1,118013
2550,2,65812,0,1,1,1,185
2551,16,34177,1754,2,1,1,7072
2552,13,58195,0,3,1,1,24808
2553,12,34781,0,3,1,1,11270
2554,15,22457,0,3,1,1,17579
2555,1,19996,0,1,1,1,500
2556,9,26256,0,1,1,1,2000
2557,6,42966,0,1,2,1,7734
2558,0,3129,0,1,1,1,0
2559,14,138008,5368,4,1,1,34178
2560,3,9611,0,1,1,1,2250
2561,14,40702,0,4,1,1,39897
2562,12,105579,0,3,1,1,16332
2563,6,46654,0,1,1,1,3215
2564,8,518960,0,1,1,1,15700
2565,12,39715,0,3,1,1,17388
2566,0,199,0,1,1,1,0
2567,18,6345,0,2,1,1,7719
2568,8,72598,0,1,1,1,6090
2569,7,59805,0,1,1,1,2900
2570,0,10307,0,1,1,1,0
2571,5,37997,0,2,1,1,11073
2572,14,102083,0,3,1,1,12978
2573,10,104632,0,1,1,1,26700
2574,1,18260,0,1,1,1,500
2575,3,28484,0,1,1,1,350
2576,1,29105,0,1,1,1,5000
2577,0,49560,0,1,1,1,0
2578,1,29346,0,1,1,1,150
2579,20,75288,0,4,1,1,36866
2580,9,42366,0,2,1,1,6293
2581,6,151336,651,1,1,1,11400
2582,3,48363,0,1,1,1,790
2583,15,11529,0,3,1,1,15738
2584,2,61956,0,1,1,1,17500
2585,9,15378,0,1,1,1,25236
2586,3,85346,0,1,1,1,2835
2587,10,215946,0,1,1,1,2125
2588,17,66539,0,3,1,1,27894
2589,19,97131,0,4,1,1,33324
2590,0,14513,0,1,1,1,0
2591,30,211773,0,3,1,1,23256
2592,23,45742,0,1,1,1,7625
2593,18,39862,0,3,1,1,14152
2594,23,75132,0,4,1,1,53001
2595,16,91296,0,3,1,1,19057
2596,8,117290,0,1,1,1,1754
2597,6,75556,0,1,1,1,2790
2598,2,5103,0,1,1,1,5103
2599,4,10747,0,1,1,1,990
2600,17,31789,0,1,1,1,10220
2601,5,59515,0,1,1,1,3170
2602,6,86913,0,2,1,1,23705
2603,18,49129,0,2,1,1,16921
2604,15,135408,0,5,1,1,62224
2605,19,41152,10074,1,1,1,3250
2606,12,145750,0,2,1,1,10986
2607,12,7041,0,1,1,1,1747
2608,35,273442,0,4,1,1,54625
2609,13,44514,0,1,1,1,3577
2610,1,96490,0,1,1,1,2000
2611,10,45050,2900,1,1,1,4875
2612,20,91048,0,4,1,1,51580
2613,5,20352,0,1,1,1,1900
2614,14,34294,0,3,1,1,17683
2615,22,59696,2586,5,1,1,63827
2616,0,106155,0,1,1,1,0
2617,13,29244,0,2,1,1,6252
2618,3,27592,0,1,1,1,335
2619,3,16128,0,1,1,1,475
2620,16,51353,0,1,1,1,8114
2621,14,235422,0,2,1,1,30208
2622,0,7456,0,1,1,1,0
2623,16,33604,0,3,1,1,13619
2624,0,24803,0,1,1,1,0
2625,1,58411,0,1,1,1,2500
2626,1,3273,0,1,1,1,500
2627,6,28480,0,1,1,1,2644
2628,16,46706,0,1,1,1,3344
2629,5,102230,0,1,1,1,3406
2630,1,12096,0,1,1,1,50
2631,14,118487,0,1,1,1,3388
2632,10,20518,0,2,1,1,5580
2633,6,6280,0,1,1,1,1220
2634,0,11700,0,1,1,1,0
2635,1,391,0,1,1,1,9000
2636,3,78305,733,1,1,1,130
2637,4,145214,1692,1,1,1,3500
2638,13,137760,0,5,1,1,64949
2639,27,88563,0,4,1,1,42410
2640,0,25748,0,1,1,1,0
2641,9,27102,0,3,1,1,27102
2642,20,25824,0,3,1,1,17760
2643,3,23054,0,1,1,1,400
2644,14,29150,0,3,1,1,13952
2645,14,37529,0,4,1,1,25706
2646,18,7515,0,2,1,1,13681
2647,16,194576,0,4,1,1,41315
2648,12,24265,0,1,1,1,1854
2649,2,16773,0,1,1,1,140
2650,2,5432,0,1,1,1,1000
2651,22,110480,0,4,1,1,44191
2652,15,86273,0,3,1,1,35304
2653,22,20674,0,3,1,1,16876
2654,16,8335,0,1,1,1,3750
2655,3,40893,0,1,1,1,1130
2656,28,644881,2600,1,1,1,14350
2657,21,61081,0,4,1,1,37682
2658,6,27438,0,1,1,1,2528
2659,7,14748,0,1,1,1,2210
2660,22,49514,0,1,1,1,4500
2661,5,7457,0,1,1,1,17131
2662,12,97193,0,2,1,1,13338
2663,5,68456,0,2,1,1,6317
2664,14,123842,0,3,1,1,24295
2665,22,61285,0,5,1,1,55027
2666,3,20157,0,1,1,1,1450
2667,20,41073,0,3,1,1,13993
2668,14,21784,0,2,1,1,6208
2669,8,12868,0,1,1,1,1875
2670,14,147862,0,4,1,1,44783
2671,14,11836,0,1,1,1,5075
2672,20,25681,1526,1,1,1,14941
2673,17,282784,3508,1,1,1,19314
2674,14,59704,0,4,2,1,57404
2675,21,75279,0,1,1,1,5375
2676,16,66681,0,1,1,1,4478
2677,12,72085,0,3,1,1,20310
2678,0,2039,0,1,1,1,0
2679,0,2214,0,1,1,1,0
2680,0,16208,0,1,1,1,0
2681,4,25829,0,1,1,1,1375
2682,4,83217,0,1,1,1,3679
2683,13,9520,0,3,1,1,12515
2684,14,103215,0,3,1,1,16726
2685,14,62629,0,4,1,1,36986
2686,13,45603,0,2,1,1,5964
2687,16,44792,0,2,1,1,9463
2688,0,97535,0,1,1,1,0
2689,17,60085,0,3,1,1,14714
2690,13,76938,0,3,1,1,23503
2691,11,2562,0,2,1,1,9075
2692,4,7685,0,1,1,1,500
2693,18,102942,0,5,1,1,56780
2694,3,7029,0,1,1,1,495
2695,0,2119,0,1,1,1,0
2696,37,207311,0,1,1,1,31000
2697,13,77753,0,3,1,1,12483
2698,8,171637,0,1,1,1,4300
2699,15,35243,0,2,1,1,10046
2700,14,46186,0,2,1,1,9744
2701,21,54810,0,3,1,1,19665
2702,3,25637,0,1,1,1,445
2703,2,35088,0,1,1,1,320
2704,14,73899,0,1,1,1,2745
2705,4,81171,0,1,1,1,3700
2706,3,39418,0,1,1,1,700
2707,0,62124,0,1,1,1,0
2708,9,14134,0,1,1,1,2125
2709,46,405499,1000,4,1,1,72318
2710,5,20353,0,1,1,1,1729
2711,21,93154,0,4,1,1,30752
2712,6,9492,0,1,1,1,781
2713,4,18369,0,1,1,1,800
2714,5,32824,0,1,1,1,1660
2715,39,109416,0,5,1,1,73665
2716,13,28312,0,1,1,1,1726
2717,14,78462,0,3,1,1,20291
2718,4,32740,0,1,1,1,10722
2719,1,57293,0,1,1,1,1000
2720,12,174743,0,1,1,1,27460
2721,4,59486,0,1,1,1,3517
2722,12,211355,0,2,1,1,11238
2723,17,56805,0,3,1,1,16617
2724,1,278258,0,1,1,1,1000
2725,22,18545,0,3,1,1,25053
2726,26,5570,0,1,1,1,9094
2727,15,44690,0,3,1,1,24779
2728,21,127835,0,4,1,1,52700
2729,17,32540,0,4,1,1,44283
2730,16,54396,629,4,1,1,34007
2731,15,162840,0,5,1,1,57382
2732,10,109441,0,1,1,1,6500
2733,0,7369,0,1,1,1,0
2734,0,16378,0,1,1,1,0
2735,8,39859,0,1,1,1,3675
2736,13,44214,0,3,1,1,24928
2737,20,73102,0,3,1,1,18156
2738,17,3552,0,1,1,1,10597
2739,17,71593,0,3,1,1,22666
2740,39,74072,0,4,1,1,50272
2741,14,42970,0,1,2,1,7889
2742,15,23385,0,3,1,1,18303
2743,16,51176,0,4,1,1,40397
2744,0,12426,0,1,1,1,0
2745,9,10062,0,1,1,1,2000
2746,0,34790,0,1,1,1,0
2747,12,95759,0,1,1,1,9198
2748,9,51592,0,1,1,1,18678
2749,4,23294,0,1,1,1,420
2750,15,33398,0,3,1,1,14086
2751,19,229576,0,1,1,1,9030
2752,12,60250,0,3,1,1,43071
2753,20,81871,0,3,1,1,23068
2754,3,259529,0,1,1,1,700
2755,1,430,0,1,1,1,220
2756,4,75949,0,1,1,1,952
2757,14,44206,0,3,1,1,22598
2758,4,125274,0,1,1,1,3150
2759,12,104670,0,1,1,1,3993
2760,16,282971,0,1,1,1,5780
2761,11,28731,0,4,1,1,29782
2762,13,16965,1651,1,1,1,2475
2763,3,50658,1674,1,1,1,1600
2764,39,124681,0,1,1,1,23392
2765,15,74352,0,3,1,1,17868
2766,19,70308,0,4,1,1,41704
2767,19,98722,0,3,1,1,18012
2768,10,79020,0,1,1,1,3422
2769,3,28335,0,1,1,1,400
2770,0,22011,0,1,1,1,0
2771,13,49436,0,4,1,1,33836
2772,4,145072,0,1,1,1,15000
2773,11,8992,0,2,1,1,9113
2774,13,72497,0,3,1,1,24279
2775,49,187999,0,4,1,1,52429
2776,1,62335,0,1,1,1,500
2777,4,41556,0,3,1,1,26682
2778,13,15436,0,1,1,1,6147
2779,11,109618,0,3,1,1,14159
2780,12,182228,0,4,1,1,41048
2781,0,1000,0,1,1,1,0
2782,13,36699,0,1,1,1,2500
2783,28,135828,0,3,1,1,34495
2784,14,39098,0,3,1,1,18992
2785,12,20713,0,3,1,1,13421
2786,0,18959,0,1,1,1,0
2787,3,28010,0,1,1,1,150
2788,3,148976,0,1,1,1,2650
2789,39,126680,0,1,1,1,18248
2790,0,664,0,1,1,1,0
2791,14,18533,0,3,1,1,27904
2792,18,202168,0,3,1,1,12463
2793,0,4653,2433,1,1,1,0
2794,16,37839,0,3,1,1,11512
2795,15,29196,0,2,1,1,7011
2796,4,38378,0,1,1,1,1600
2797,16,66716,0,3,1,1,22571
2798,0,7500,0,1,1,1,0
2799,4,47992,0,1,1,1,645
2800,0,85823,0,1,1,1,0
2801,3,32323,0,1,1,1,1250
2802,37,87633,0,4,1,1,69237
2803,2,104523,0,1,1,1,4000
2804,8,60856,0,2,1,1,17332
2805,15,15526,0,1,1,1,2750
2806,22,83781,0,4,1,1,35151
2807,1,17681,0,1,1,1,500
2808,12,76909,0,3,1,1,18405
2809,10,22084,0,1,1,1,2773
2810,15,50783,0,3,1,1,11595
2811,20,43220,0,1,1,1,4985
2812,0,41275,0,1,1,1,0
2813,18,13738,0,2,1,1,6485
2814,0,32270,0,1,1,1,0
2815,27,22053,0,4,1,1,39810
2816,13,32708,0,3,1,1,11556
2817,8,7108,0,1,1,1,5598
2818,0,47056,0,1,1,1,0
2819,16,112197,0,4,1,1,32108
2820,13,106757,0,5,1,1,51234
2821,26,105294,0,4,1,1,56281
2822,25,180481,1249,3,1,1,18315
2823,5,169139,0,1,1,1,9500
2824,26,92406,0,2,1,1,9402
2825,0,41150,0,1,1,1,0
2826,4,3831,0,1,1,1,2
2827,0,48014,0,1,1,1,0
2828,1,19078,0,1,1,1,200
2829,12,3965,0,2,1,1,8228
2830,5,37965,0,1,1,1,2250
2831,24,69884,0,5,1,1,89360
2832,20,24557,0,3,1,1,18957
2833,1,16733,0,1,1,1,1000
2834,3,41824,0,1,1,1,2100
2835,1,8188,0,1,1,1,500
2836,10,36146,0,1,1,1,4091
2837,0,37331,0,1,1,1,0
2838,1,15000,0,1,1,1,15000
2839,17,232194,0,4,1,1,46165
2840,5,8557,0,1,1,1,200622
2841,1,1000,0,1,1,1,1000
2842,19,84179,0,3,1,1,22397
2843,13,66590,0,1,1,1,1300
2844,13,66445,0,3,1,1,22276
2845,18,174286,0,1,1,1,11850
2846,14,33951,0,3,1,1,12279
2847,16,27204,0,2,1,1,7627
2848,0,16442,0,1,1,1,0
2849,14,39669,0,4,1,1,31989
2850,5,8063,0,1,1,1,18250
2851,3,15243,0,1,1,1,675
2852,14,17603,2543,2,1,1,7247
2853,22,66466,0,4,1,2,86952
2854,19,52537,0,4,1,1,49146
2855,4,51172,0,1,1,1,500
2856,20,56186,0,3,1,1,27538
2857,6,18074,0,1,1,1,1625
2858,0,31759,0,1,1,1,0
2859,2,34007,0,1,1,1,440
2860,2,28338,0,1,1,1,90
2861,20,28693,0,2,1,1,8229
2862,8,15036,0,2,1,1,7917
2863,0,26797,0,1,1,1,0
2864,21,79192,0,3,1,1,14404
2865,18,83651,0,3,1,1,14809
2866,27,19128,0,2,1,1,10595
2867,0,11245,0,1,1,1,0
2868,19,18735,0,1,1,1,4100
2869,14,43310,0,3,1,1,11943
2870,3,51142,0,1,1,1,5000
2871,11,127588,0,2,1,1,11297
2872,4,43304,0,1,1,1,3750
2873,3,33064,0,1,1,1,300
2874,0,10424,0,1,1,1,0
2875,8,6517,0,1,1,1,2025
2876,0,47160,0,1,1,1,0
2877,16,15584,0,1,1,1,2875
2878,5,164222,0,1,1,1,7300
2879,1,248738,0,1,1,1,500
2880,18,25853,0,3,1,1,23163
2881,8,113183,0,1,1,1,4200
2882,17,153664,0,5,1,1,55567
2883,12,21285,0,1,1,1,2375
2884,15,70353,0,1,1,1,2986
2885,11,39728,0,3,1,1,16359
2886,0,28294,0,1,1,1,0
2887,23,109505,0,3,1,1,15766
2888,35,78317,0,3,1,1,34282
2889,13,20969,0,3,1,1,40234
2890,22,36398,0,2,1,1,9704
2891,5,166199,6168,1,1,1,10550
2892,31,147770,0,4,1,1,64517
2893,1,16875,0,1,1,1,500
2894,0,17060,0,1,1,1,0
2895,19,44101,0,5,1,1,57114
2896,0,142729,0,1,1,1,0
2897,17,23578,0,3,1,1,16366
2898,4,19881,0,1,1,1,800
2899,10,62960,0,5,1,1,50255
2900,2,16685,0,1,1,1,400
2901,3,33405,0,1,1,1,1600
2902,18,37211,0,3,1,1,23007
2903,29,2900,0,1,1,1,2900
2904,12,99226,0,2,1,1,5796
2905,20,31899,0,4,1,1,29816
2906,10,17769,0,1,2,1,5165
2907,7,50212,0,1,1,1,1507
2908,4,32125,0,1,1,1,1010
2909,1,12120,0,1,1,1,1000
2910,18,82352,0,1,1,1,5760
2911,3,6286,0,1,1,1,230
2912,0,17326,0,1,1,1,0
2913,13,32234,0,3,1,1,17001
2914,14,60386,2738,3,1,1,24356
2915,15,56174,0,2,1,1,6589
2916,17,81144,0,1,1,1,34664
2917,19,51737,0,1,1,1,3119
2918,17,95537,0,4,1,1,29226
2919,1,36311,0,1,1,1,100
2920,13,23518,0,3,1,1,11843
2921,14,34042,0,1,1,1,3463
2922,8,19591,0,1,1,1,4437
2923,11,46455,0,1,1,1,6817
2924,21,89413,0,3,1,1,24667
2925,24,169546,0,5,1,1,68315
2926,2,17135,0,1,1,1,60
2927,16,72253,0,4,1,1,29227
2928,2,8344,0,1,1,1,1500
2929,11,52718,0,3,1,1,11540
2930,15,23933,0,2,1,1,10144
2931,6,179207,0,1,1,1,7041
2932,16,76177,0,4,1,1,31922
2933,14,11472,0,2,1,1,9068
2934,9,131635,0,5,1,1,60315
2935,12,124027,0,2,1,1,8698
2936,3,15138,0,1,1,1,140
2937,1,43229,0,1,1,1,5000
2938,28,310226,0,4,1,1,61894
2939,0,27043,0,1,1,1,0
2940,0,55381,0,1,1,1,0
2941,13,53983,0,3,1,1,24862
2942,15,59179,0,3,1,1,18908
2943,6,43510,0,1,1,1,4850
2944,10,32886,0,1,1,1,3606
2945,3,7015,0,1,1,1,1150
2946,1,19627,0,1,1,1,500
2947,13,79903,0,1,1,1,6600
2948,16,28464,0,1,1,1,5167
2949,8,9768,0,1,1,1,7069
2950,8,18522,0,1,1,1,4100
2951,3,55086,0,1,1,1,525
2952,14,158986,0,1,1,1,3558
2953,3,18939,0,1,1,1,855
2954,3,242018,0,1,1,1,3050
2955,14,61474,0,1,1,4,47717
2956,20,53892,1619,3,1,1,28641
2957,5,23315,0,1,1,1,705
2958,3,33918,0,1,1,1,145
2959,17,65926,0,3,1,1,11639
2960,15,67753,0,3,1,1,18303
2961,16,49280,0,1,1,1,22370
2962,24,97606,0,4,1,1,42980
2963,16,36861,0,1,1,1,4642
2964,18,49749,0,3,1,1,13609
2965,2,36300,0,1,1,1,450
2966,16,80500,0,3,1,1,16368
2967,16,8210,0,1,2,1,9122
2968,31,40257,0,1,1,1,12885
2969,6,31930,6153,1,1,1,1337
2970,0,9154,0,1,1,1,0
2971,8,54345,0,1,1,1,1850
2972,11,38835,0,1,1,1,2625
2973,0,4858,0,1,1,1,0
2974,3,56745,0,1,1,1,6000
2975,19,87507,0,3,1,1,17714
2976,11,84126,0,1,1,1,5858
2977,24,27566,0,1,1,1,6362
2978,27,22805,0,1,3,1,26334
2979,13,38508,0,3,1,1,13523
2980,0,8184,0,1,1,1,0
2981,1,12263,0,1,1,1,325
2982,15,89576,0,3,1,1,20333
2983,3,183303,4361,1,1,1,11500
2984,14,326201,0,1,1,1,19350
2985,15,132894,0,4,1,1,34540
2986,1,12881,0,1,1,1,500
2987,7,114037,0,1,1,1,14000
2988,11,71682,0,3,1,1,11662
2989,6,94016,0,1,1,1,4773
2990,41,71263,0,5,1,1,80554
2991,0,16341,0,1,1,1,0
2992,27,60331,0,3,1,1,17878
2993,11,47966,2947,3,1,1,51615
2994,14,148086,0,4,1,1,32551
2995,19,15279,0,3,1,1,17984
2996,18,0,0,1,1,1,5491
2997,6,52885,0,1,1,1,1600
2998,16,36844,0,2,1,1,21715
2999,47,142527,1000,1,3,1,24091
3000,1,20390,0,1,1,1,2500
3001,14,29182,0,5,1,1,50698
3002,18,65207,0,4,1,1,34832
3003,3,568,0,1,1,1,710
3004,3,30759,0,1,1,1,510
3005,3,276,0,1,1,1,2396
3006,14,22496,0,1,1,1,9712
3007,6,23846,0,1,1,1,9177
3008,0,26505,0,1,1,1,0
